userCurrent_stack,userCurrent_name,userCurrent_pass,userCurrent_ai,userCurrent_room,userCurrent_socketid,userCurrent_p.$numberInt,userCurrent_skull.$numberInt,userCurrent_rose.$numberInt,userCurrent_boardRose.$numberInt,userCurrent_boardSkull.$numberInt,userCurrent_bid.$numberInt,userCurrent_win.$numberInt,userOthers0_stack,userOthers0_name,userOthers0_pass,userOthers0_ai,userOthers0_room,userOthers0_socketid,userOthers0__id.$oid,userOthers0_p.$numberInt,userOthers0_skull.$numberInt,userOthers0_rose.$numberInt,userOthers0_boardRose.$numberInt,userOthers0_boardSkull.$numberInt,userOthers0_bid.$numberInt,userOthers0_win.$numberInt,userOthers1_stack,userOthers1_name,userOthers1_pass,userOthers1_ai,userOthers1_room,userOthers1_socketid,userOthers1__id.$oid,userOthers1_p.$numberInt,userOthers1_skull.$numberInt,userOthers1_rose.$numberInt,userOthers1_boardRose.$numberInt,userOthers1_boardSkull.$numberInt,userOthers1_bid.$numberInt,userOthers1_win.$numberInt,userState_win,userState_minBid.$numberInt,userState_maxBid.$numberInt,userState_turnType.$numberInt,userState_turnChoice.$numberInt,userState_bidChoice.$numberInt,userState_bidAmt.$numberInt,userState_selection.$numberInt
['skull'],demonic-kitten,False,True,g,demonic-kitten,1,1,3,0,1,0,0,"['rose', 'skull']",ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa13ff5,0,1,3,1,1,0,1,['rose'],hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa13ff4,2,1,3,1,0,0,0,False,0,0,1,2,0,0,99
[],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,0,1,3,0,0,0,1,[],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa13fe9,1,1,3,0,0,0,0,[],hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa13fe8,2,1,3,0,0,0,0,True,0,0,1,2,0,0,99
"['skull', 'rose']",demonic-kitten,False,True,g,demonic-kitten,1,1,3,1,1,0,0,"['rose', 'skull']",ai,True,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14001,0,1,3,1,1,0,1,['rose'],hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa14000,2,1,3,1,0,2,0,False,3,5,2,0,1,4,99
"['rose', 'skull']",ai,False,False,g,2SGZKhurz5PT0UMDAAAB,0,1,3,1,1,0,1,"['skull', 'rose']",demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa13ffe,1,1,3,1,1,0,0,['rose'],hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa13ffd,2,1,3,1,0,2,0,True,3,5,2,0,2,0,99
['rose'],hellish-celery,False,True,g,hellish-celery,2,1,3,1,0,2,0,"['rose', 'skull']",ai,True,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14004,0,1,3,1,1,0,1,"['skull', 'rose']",demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14003,1,1,3,1,1,4,0,False,5,5,2,0,1,5,99
['rose'],hellish-celery,False,True,g,hellish-celery,2,1,3,1,0,0,0,"['rose', 'skull']",ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa13ffb,0,1,3,1,1,0,1,"['skull', 'rose']",demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa13ffa,1,1,3,1,1,0,0,False,1,5,2,0,1,2,99
['rose'],hellish-celery,False,True,g,hellish-celery,2,1,3,1,0,0,0,"['rose', 'skull']",ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa13ff8,0,1,3,1,1,0,1,"['skull', 'rose']",demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa13ff7,1,1,3,1,1,0,0,False,0,0,1,3,0,0,99
[],hellish-celery,False,True,g,hellish-celery,2,1,2,0,0,0,0,[],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14010,0,1,3,0,0,0,1,[],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa1400f,1,1,3,0,0,0,0,False,0,0,1,1,0,0,99
[],hellish-celery,False,True,g,hellish-celery,2,1,3,1,0,3,0,"['rose', 'skull']",ai,True,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa1400d,0,1,3,1,1,0,1,['skull'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa1400c,1,1,3,1,1,4,0,False,0,0,3,0,0,0,0
[],hellish-celery,False,True,g,hellish-celery,2,1,3,1,0,4,0,"['rose', 'skull']",ai,True,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa1400a,0,1,3,1,1,0,1,"['skull', 'rose']",demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14009,1,1,3,1,1,4,0,False,0,0,3,0,0,0,1
['rose'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,0,1,3,1,0,0,1,['skull'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa1401f,1,1,3,0,1,0,0,"['skull', 'rose']",hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa1401e,2,1,2,1,1,0,0,True,1,4,2,0,1,1,99
[],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,0,1,3,0,0,0,1,[],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14013,1,1,3,0,0,0,0,['skull'],hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa14012,2,1,2,0,1,0,0,True,0,0,1,2,0,0,99
['skull'],hellish-celery,False,True,g,hellish-celery,2,1,2,0,1,0,0,['rose'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14019,0,1,3,1,0,0,1,['skull'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14018,1,1,3,0,1,0,0,False,0,0,1,2,0,0,99
['rose'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,0,1,3,1,0,0,1,['skull'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa1401c,1,1,3,0,1,0,0,"['skull', 'rose']",hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa1401b,2,1,2,1,1,0,0,True,0,0,1,3,0,0,99
['rose'],hellish-celery,False,True,g,hellish-celery,2,1,3,1,0,5,0,"['rose', 'skull']",ai,True,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14007,0,1,3,1,1,0,1,"['skull', 'rose']",demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14006,1,1,3,1,1,4,0,False,0,0,3,0,0,0,2
[],hellish-celery,False,True,g,hellish-celery,2,0,2,0,0,0,0,[],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa1402e,0,1,3,0,0,0,1,[],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa1402d,1,1,3,0,0,0,0,False,0,0,1,2,0,0,99
['skull'],demonic-kitten,False,True,g,demonic-kitten,1,1,3,0,1,0,0,['rose'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14022,0,1,3,1,0,1,1,"['skull', 'rose']",hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa14021,2,1,2,1,1,0,0,False,2,4,2,0,1,3,99
"['skull', 'rose']",hellish-celery,False,True,g,hellish-celery,2,1,2,1,1,4,0,['rose'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14028,0,1,3,1,0,1,1,['skull'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14027,1,1,3,0,1,3,0,False,0,0,3,0,0,0,2
['skull'],hellish-celery,False,True,g,hellish-celery,2,1,2,1,1,3,0,['rose'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa1402b,0,1,3,1,0,1,1,['skull'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa1402a,1,1,3,0,1,3,0,False,0,0,3,0,0,0,2
['rose'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,0,1,3,1,0,0,1,['rose'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa1403d,1,1,3,1,0,0,0,"['rose', 'rose']",hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa1403c,2,0,2,2,0,0,0,True,1,4,2,0,1,2,99
[],demonic-kitten,False,True,g,demonic-kitten,1,1,3,0,0,0,0,['rose'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14016,0,1,3,1,0,0,1,['skull'],hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa14015,2,1,2,0,1,0,0,False,0,0,1,1,0,0,99
[],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,0,1,3,0,0,0,1,[],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14031,1,1,3,0,0,0,0,['rose'],hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa14030,2,0,2,1,0,0,0,True,0,0,1,2,0,0,99
['rose'],hellish-celery,False,True,g,hellish-celery,2,0,2,1,0,0,0,['rose'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14037,0,1,3,1,0,0,1,['rose'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14036,1,1,3,1,0,0,0,False,0,0,1,2,0,0,99
['rose'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,0,1,3,1,0,0,1,['rose'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa1403a,1,1,3,1,0,0,0,"['rose', 'rose']",hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa14039,2,0,2,2,0,0,0,True,0,0,1,3,0,0,99
[],hellish-celery,False,True,g,hellish-celery,2,0,2,2,0,2,0,['rose'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa1404c,0,1,3,1,0,2,1,['rose'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa1404b,1,1,3,1,0,3,0,False,0,0,3,0,0,0,1
"['skull', 'rose']",hellish-celery,False,True,g,hellish-celery,2,1,2,1,1,0,0,['rose'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14025,0,1,3,1,0,1,1,['skull'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14024,1,1,3,0,1,3,0,False,4,4,2,0,1,4,99
['rose'],demonic-kitten,False,True,g,demonic-kitten,1,1,3,1,0,0,0,['rose'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14040,0,1,3,1,0,2,1,"['rose', 'rose']",hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa1403f,2,0,2,2,0,0,0,False,3,4,2,0,1,3,99
['rose'],hellish-celery,False,True,g,hellish-celery,2,0,2,2,0,3,0,['rose'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14049,0,1,3,1,0,2,1,['rose'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14048,1,1,3,1,0,3,0,False,0,0,3,0,0,0,2
"['rose', 'rose']",hellish-celery,False,True,g,hellish-celery,2,0,2,2,0,4,0,['rose'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14046,0,1,3,1,0,2,1,['rose'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14045,1,1,3,1,0,3,0,False,0,0,3,0,0,0,2
['rose'],hellish-celery,False,True,g,hellish-celery,2,0,2,1,0,0,1,['skull'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa1405b,0,1,3,0,1,0,1,['rose'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa1405a,1,1,3,1,0,0,0,False,0,0,1,2,0,0,99
[],demonic-kitten,False,True,g,demonic-kitten,1,1,3,0,0,0,0,['rose'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14034,0,1,3,1,0,0,1,['rose'],hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa14033,2,0,2,1,0,0,0,False,0,0,1,2,0,0,99
[],hellish-celery,False,True,g,hellish-celery,2,0,2,2,0,1,0,['rose'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa1404f,0,1,3,1,0,2,1,[],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa1404e,1,1,3,1,0,3,0,False,0,0,3,0,0,0,0
[],demonic-kitten,False,True,g,demonic-kitten,1,1,3,0,0,0,0,['skull'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14058,0,1,3,0,1,0,1,['rose'],hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa14057,2,0,2,1,0,0,1,False,0,0,1,2,0,0,99
"['skull', 'rose']",ai,False,False,g,2SGZKhurz5PT0UMDAAAB,0,1,3,1,1,0,1,['rose'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa1406a,1,1,3,1,0,3,0,"['rose', 'rose']",hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa14069,2,0,2,2,0,4,1,True,5,5,2,0,1,5,99
"['rose', 'rose']",hellish-celery,False,True,g,hellish-celery,2,0,2,2,0,0,0,['rose'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14043,0,1,3,1,0,2,1,['rose'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14042,1,1,3,1,0,3,0,False,4,4,2,0,1,4,99
[],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,0,1,3,0,0,0,1,[],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14055,1,1,3,0,0,0,0,['rose'],hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa14054,2,0,2,1,0,0,1,True,0,0,1,1,0,0,99
['skull'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,0,1,3,0,1,0,1,['rose'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa1405e,1,1,3,1,0,0,0,"['rose', 'rose']",hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa1405d,2,0,2,2,0,0,1,True,0,0,1,2,0,0,99
"['rose', 'rose']",hellish-celery,False,True,g,hellish-celery,2,0,2,2,0,0,1,"['skull', 'rose']",ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14067,0,1,3,1,1,0,1,['rose'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14066,1,1,3,1,0,3,0,False,4,5,2,0,1,4,99
[],hellish-celery,False,True,g,hellish-celery,2,0,2,0,0,0,1,['skull'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14079,0,1,2,0,1,0,1,['rose'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14078,1,1,3,1,0,0,0,False,0,0,1,2,0,0,99
[],hellish-celery,False,True,g,hellish-celery,2,0,2,0,0,0,1,[],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14052,0,1,3,0,0,0,1,[],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14051,1,1,3,0,0,0,0,False,0,0,1,2,0,0,99
['rose'],demonic-kitten,False,True,g,demonic-kitten,1,1,3,1,0,0,0,"['skull', 'rose']",ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14064,0,1,3,1,1,0,1,"['rose', 'rose']",hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa14063,2,0,2,2,0,0,1,False,1,5,2,0,1,3,99
"['skull', 'rose']",ai,False,False,g,2SGZKhurz5PT0UMDAAAB,0,1,3,1,1,5,1,['rose'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa1406d,1,1,3,1,0,3,0,"['rose', 'rose']",hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa1406c,2,0,2,2,0,4,1,True,0,0,3,0,0,0,0
[],demonic-kitten,False,True,g,demonic-kitten,1,1,3,0,0,0,0,['skull'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14076,0,1,2,0,1,0,1,[],hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa14075,2,0,2,0,0,0,1,False,0,0,1,2,0,0,99
['rose'],hellish-celery,False,True,g,hellish-celery,2,0,2,1,0,4,1,"['skull', 'rose']",ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14088,0,1,2,1,1,0,1,['rose'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14087,1,1,3,1,0,3,0,False,0,0,3,0,0,0,2
['rose'],demonic-kitten,False,True,g,demonic-kitten,1,1,3,1,0,0,0,"['skull', 'rose']",ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14061,0,1,3,1,1,0,1,"['rose', 'rose']",hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa14060,2,0,2,2,0,0,1,False,0,0,1,3,0,0,99
['skull'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,0,1,2,0,1,0,1,['rose'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa1407c,1,1,3,1,0,0,0,['rose'],hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa1407b,2,0,2,1,0,0,1,True,0,0,1,2,0,0,99
[],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,0,1,2,0,0,0,1,[],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14073,1,1,3,0,0,0,0,[],hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa14072,2,0,2,0,0,0,1,True,0,0,1,1,0,0,99
['rose'],hellish-celery,False,True,g,hellish-celery,2,0,2,1,0,0,1,"['skull', 'rose']",ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14085,0,1,2,1,1,0,1,['rose'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14084,1,1,3,1,0,3,0,False,4,4,2,0,1,4,99
[],demonic-kitten,False,True,g,demonic-kitten,1,1,3,0,0,0,0,['skull'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14097,0,1,2,0,1,0,1,['rose'],hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa14096,2,0,1,1,0,0,1,False,0,0,1,2,0,0,99
['skull'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,0,1,3,1,1,4,1,['rose'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14070,1,1,3,1,0,3,0,"['rose', 'rose']",hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa1406f,2,0,2,2,0,4,1,True,0,0,3,0,0,0,0
[],hellish-celery,False,True,g,hellish-celery,2,0,2,1,0,3,1,"['skull', 'rose']",ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa1408b,0,1,2,1,1,0,1,['rose'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa1408a,1,1,3,1,0,3,0,False,0,0,3,0,0,0,0
['rose'],demonic-kitten,False,True,g,demonic-kitten,1,1,3,1,0,0,0,"['skull', 'rose']",ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa14082,0,1,2,1,1,0,1,['rose'],hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa14081,2,0,2,1,0,0,1,False,1,4,2,0,1,3,99
[],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,0,1,2,0,0,0,1,[],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14094,1,1,3,0,0,0,0,['rose'],hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa14093,2,0,1,1,0,0,1,True,0,0,1,1,0,0,99
[],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,0,1,1,0,0,0,1,[],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa140a6,1,1,3,0,0,0,0,[],hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa140a5,2,0,1,0,0,0,1,True,0,0,1,1,0,0,99
['rose'],demonic-kitten,False,True,g,demonic-kitten,1,1,3,1,0,0,0,"['skull', 'rose']",ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa1407f,0,1,2,1,1,0,1,['rose'],hellish-celery,False,True,g,hellish-celery,5e0e0e5f141948e01fa1407e,2,0,2,1,0,0,1,False,0,0,1,3,0,0,99
['rose'],hellish-celery,False,True,g,hellish-celery,2,0,1,1,0,0,1,['skull'],ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa1409a,0,1,2,0,1,0,1,['rose'],demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa14099,1,1,3,1,0,0,0,False,0,0,1,3,0,0,99
['rose'],hellish-celery,False,True,g,hellish-celery,2,0,1,1,0,0,1,"['skull', 'rose']",ai,False,False,g,2SGZKhurz5PT0UMDAAAB,5e0e0e5f141948e01fa140b5,0,1,1,1,1,0,1,"['skull', 'rose']",demonic-kitten,False,True,g,demonic-kitten,5e0e0e5f141948e01fa140b4,1,1,3,1,1,0,0,False,0,0,1,3,0,0,99
